autor_articulo,href_articulo,imagen,medio,time,titulo_articulo,titulo_imagen
Fernando J. Pérez,https://elpais.com/politica/2018/11/12/actualidad/1542024571_191768.html,//ep01.epimg.net/politica/imagenes/2018/11/09/actualidad/1541762253_215350_1541787228_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Las asociaciones de jueces critican el pacto para el Poder Judicial de Gobierno y PP,"Acto de apertura del año judicial, en la imagen, el presidente del Tribunal Supremo, Carlos Lesmes (izquierda), Manuel Marchena (centro) y Luis María Díez-Picazo (derecha)."
José Marcos,https://elpais.com/politica/2018/11/12/actualidad/1542031568_215312.html,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,El juez que dictó la sentencia de Gürtel será uno de los vocales del nuevo consejo,
Carlos E. Cué,https://elpais.com/politica/2018/11/12/actualidad/1542008392_972068.html,//ep01.epimg.net/elpais/imagenes/2018/11/12/portada/1542008731_305295_1542023327_noticiarelacionadaportadillas_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Gobierno y PP acuerdan que el conservador Marchena presida un CGPJ progresista,Un hombre de confianza del PP para controlar el volcán
Eneko Ruiz Jiménez,https://elpais.com/cultura/2018/11/12/actualidad/1542048794_633149.html,//ep01.epimg.net/elpais/imagenes/2018/11/12/portada/1542049105_867838_1542049674_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,"Muere Stan Lee, el creador de Spiderman y Hulk","Stan Lee, en la presentación de una película en California."
Pablo Ximénez de Sandoval,https://elpais.com/internacional/2018/11/12/actualidad/1542043820_456958.html,//ep01.epimg.net/elpais/imagenes/2018/11/12/portada/1542046174_343594_1542049398_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Más de 200 desaparecidos en los incendios de California,Una bolsa para cadáveres en Paradise.
Jesús García,https://elpais.com/politica/2018/11/12/actualidad/1542024119_843511.html,//ep01.epimg.net/elpais/imagenes/2018/11/12/portada/1542024816_414394_1542046557_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,"El Tribunal de Cuentas condena a Mas a devolver 4,9 millones gastados en la consulta del 9-N","Artur Mas, el 9 de noviembre de 2014."
Diego Torres,https://elpais.com/deportes/2018/11/12/actualidad/1542052370_139900.html,//ep01.epimg.net/elpais/imagenes/2018/11/12/portada/1542053362_478793_1542053432_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,El Madrid da cuerda a Solari,Solari da indicaciones en Balaídos.
ÓSCAR GUTIÉRREZ,https://elpais.com/internacional/2018/11/06/actualidad/1541499315_530900.html,//ep01.epimg.net/elpais/imagenes/2018/11/12/portada/1542048036_402384_1542048177_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,"Cientos de yihadistas, atrapados en el limbo","Columna del ISIS en Raqa (Siria), en 2014."
Javier Arroyo,https://elpais.com/politica/2018/11/12/actualidad/1542046433_448796.html,//ep01.epimg.net/politica/imagenes/2018/11/12/actualidad/1542046433_448796_1542048420_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Tres muertos en Guadix por la explosión de una pirotecnia,Vista de la explosión en Guadix (Granada).
Javier Martín del Barrio,https://elpais.com/internacional/2018/11/12/actualidad/1542024986_799798.html,//ep01.epimg.net/elpais/imagenes/2018/11/12/portada_secciones/1542028188_907580_1542031018_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,El aeropuerto de Lisboa a un avión en apuros: “¿Aterrizas en el mar o en el río?”,Un modelo de Air Astana como el de Lisboa.
Carlos Arribas,https://elpais.com/deportes/2018/11/12/actualidad/1542050510_997492.html,//ep01.epimg.net/elpais/imagenes/2018/11/12/portada/1542051804_761157_1542051981_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,El COI amenaza con dejar a España sin competiciones internacionales si no reconoce a Kosovo,"La yudoca kosovar Laura Fazliu, en Tarragona."
c. g.,https://elpais.com/elpais/2018/11/12/mamas_papas/1542024641_886153.html,//ep01.epimg.net/elpais/imagenes/2018/11/12/mamas_papas/1542024641_886153_1542025950_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,El decálogo de los pediatras de EE UU para educar sin azotes ni humillaciones,Así se educa sin azotes ni humillaciones
José Mendiola Zuriarrain,https://elpais.com/tecnologia/2018/11/12/actualidad/1542038131_566785.html,//ep01.epimg.net/elpais/imagenes/2018/11/12/portada/1542038969_303665_1542039055_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,WhatsApp borra desde este lunes las conversaciones y fotografías antiguas,Las aplicaciones WhatsApp y Facebook en un móvil.
Jacobo Pedraza,https://elpais.com/deportes/2018/11/08/es_laliga/1541653886_309562.html,//ep01.epimg.net/elpais/imagenes/2018/11/12/portada/1541999860_070245_1542000672_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Por qué la magia del Betis enamora: así es la leyenda de los 14.000 propietarios,Joaquín celebra su gol en el Camp Nou.
Jesús A. Cañas,https://elpais.com/politica/2018/11/11/actualidad/1541955986_333117.html,//ep01.epimg.net/politica/imagenes/2018/11/11/actualidad/1541955986_333117_1541967078_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,"El reto de Darren, el joven que hereda el ‘reino’ del narco de Cádiz","El cantante Clase A (izquierda) junto a Francisco Tejón, el 'Castaña' en un fotograma del videoclip."
Berta Tena,https://elpais.com/elpais/2018/11/09/tendenciosas/1541755473_384090.html,//ep01.epimg.net/elpais/imagenes/2018/11/09/tendenciosas/1541755473_384090_1541756190_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Del barroco al feísmo: los secretos del estilo único de Rosalía,"Rosalía, durante su actuación en los MTV Europe."
Rocío Ayuso,https://elpais.com/elpais/2018/11/12/gente/1542014310_893651.html,//ep01.epimg.net/elpais/imagenes/2018/11/12/gente/1542014310_893651_1542014434_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Michael Douglas: “Sé que el tiempo que queda es limitado”,Michael Douglas. con su hijo Cameron y su padre Kirk.
,https://elpais.com/elpais/2018/11/09/laboratorio_de_felicidad/1541803880_288602.html,//ep01.epimg.net/elpais/imagenes/2018/11/09/laboratorio_de_felicidad/1541803880_288602_1542011424_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,El gesto de dos minutos que te ayuda a ganar confianza en ti mismo,El gesto de dos minutos que te ayuda a ganar confianza en ti mismo
,https://elpais.com/elpais/2018/11/09/opinion/1541793365_521181.html,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Resiliencia LGTBI,
Marta Sanz,https://elpais.com/elpais/2018/11/08/opinion/1541672698_400359.html,//ep01.epimg.net/elpais/imagenes/2018/11/12/portada_secciones/1542035201_536661_1542035344_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Sola,Sola
Guillermo Altares,https://elpais.com/elpais/2018/11/07/opinion/1541611343_618592.html,//ep01.epimg.net/elpais/imagenes/2018/11/12/portada_secciones/1542035213_238009_1542035381_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,La paz que trajo el desastre,La paz que trajo el desastre
Pablo Simón,https://elpais.com/elpais/2018/11/09/opinion/1541777173_311222.html,//ep01.epimg.net/elpais/imagenes/2018/11/12/portada_secciones/1542035223_090446_1542035419_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Los tiempos del ciber-desencanto,Los tiempos del ciber-desencanto
,https://elpais.com/elpais/2018/11/11/opinion/1541955212_721157.html,//ep01.epimg.net/elpais/imagenes/2018/11/12/portada_secciones/1542035232_405001_1542035451_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Peridis,Peridis
Juan Carlos Sanz,https://elpais.com/internacional/2018/11/12/actualidad/1542037567_680914.html,//ep01.epimg.net/elpais/imagenes/2018/11/12/portada_secciones/1542040146_074284_1542040200_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Un proyectil disparado desde Gaza calcina un autobús israelí y causa al menos un herido,Un autobús israelí destruido por un proyectil.
Bernardo de Miguel,https://elpais.com/internacional/2018/11/12/actualidad/1542042593_317284.html,//ep01.epimg.net/internacional/imagenes/2018/11/12/actualidad/1542042593_317284_1542050724_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Los controles fronterizos dentro de Schengen se perpetúan a pesar de las quejas de Bruselas,"Un policía bávaro detiene un vehículo en la frontera entre Alemania y Austria, el pasado agosto "
Macarena Vidal Liy,https://elpais.com/internacional/2018/11/12/actualidad/1542043031_030207.html,//ep01.epimg.net/internacional/imagenes/2018/11/12/actualidad/1542043031_030207_1542046151_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Corea del Norte mantiene bases de misiles no declaradas,Trump y Kim Jong-un se saludan el pasado junio en Singapur.
Macarena Vidal Liy,https://elpais.com/internacional/2018/11/12/actualidad/1542037759_421053.html,//ep01.epimg.net/internacional/imagenes/2018/11/12/actualidad/1542037759_421053_1542039523_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,China frente a la paradoja de los estudiantes marxistas que piden más comunismo,Redadas en China contra estudiantes marxistas y activistas laborales
,https://elfuturoesapasionante.elpais.com/los-videojuegos-predicen-el-futuro-mejor-que-los-politicos/,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Videojuegos y ciencia ficción para asesorar a políticos sobre el futuro,
,https://elfuturoesapasionante.elpais.com/bea-johnson-ensena-como-se-puede-vivir-sin-generar-basura/,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Zero Waste: ¿es posible la vida sin desechos?,
,https://elpais.com/ccaa/2018/11/11/catalunya/1541975339_436222.html,//ep01.epimg.net/ccaa/imagenes/2018/11/11/catalunya/1541975339_436222_1541976577_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,La entrevista del director de TV3 a Arrimadas acaba en un debate sobre la televisión pública,"Arrimadas, en un pleno del Parlament."
Jesús A. Cañas,https://elpais.com/politica/2018/11/09/actualidad/1541761221_588667.html,//ep01.epimg.net/politica/imagenes/2018/11/09/actualidad/1541761221_588667_1541761431_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Aumentan a 18 los inmigrantes muertos en el naufragio de una patera en las costas de Cádiz,La Guardia Civil junto a uno de los cadáveres.
S. R. Pontevedra,https://elpais.com/politica/2018/11/09/actualidad/1541798230_891546.html,//ep01.epimg.net/politica/imagenes/2018/11/09/actualidad/1541798230_891546_1541802001_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,"La juez anticorrupción de Galicia, investigada por el Poder Judicial","La juez anticorrupción de Galicia, investigada por el poder judicial"
Pablo León,https://elpais.com/ccaa/2018/11/12/madrid/1542012815_595809.html,//ep01.epimg.net/ccaa/imagenes/2018/11/12/madrid/1542012815_595809_1542013124_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,El núcleo cercano de Carmena no irá en la lista de Podemos,El núcleo cercano de Carmena no irá en la lista de Podemos
Rosa Cullell,https://cat.elpais.com/cat/2018/11/12/opinion/1542041808_311040.html,//ep01.epimg.net/ccaa/imagenes/2018/03/17/catalunya/1521314415_175517_1521482678_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,La puresa,La puresa
Joaquín Gil,https://elpais.com/sociedad/2018/11/09/actualidad/1541794544_058082.html,//ep01.epimg.net/elpais/imagenes/2018/11/12/portada/1542007859_921842_1542034998_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,"“El cura que me violó era un depredador, un cazador de niños”","Enrique Sacristán, víctima de abusos."
Marc Rovira,https://elpais.com/ccaa/2018/11/12/catalunya/1542040648_005838.html,//ep01.epimg.net/cat/imagenes/2018/11/12/catalunya/1542040648_005838_1542041339_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Tarragona multa con 300 euros a los dueños que no limpien los orines de sus perros,"El ilustrador de la campaña, Josep Serra, y la concejala Ivana Martínez."
Esther Sánchez,https://elpais.com/sociedad/2018/11/12/actualidad/1542017843_958495.html,//ep01.epimg.net/sociedad/imagenes/2018/11/12/actualidad/1542017843_958495_1542019918_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Los Pirineos perderán la mitad del espesor de nieve en los próximos 30 años,Vista del Monte Perdido en el Parque Nacional de Ordesa (Huesca).
,https://elpais.com/sociedad/2018/11/12/actualidad/1542038686_876262.html,//ep01.epimg.net/sociedad/imagenes/2018/11/12/actualidad/1542038686_876262_1542039937_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,La Rey Juan Carlos suprime un centenar de másteres y cursos de expertos,"Alumnos dentro del campus de la Universidad Rey Juan Carlos en Vicálvaro, en Madrid."
J. García,https://elpais.com/sociedad/2018/11/12/actualidad/1542027705_135932.html,//ep01.epimg.net/sociedad/imagenes/2018/11/12/actualidad/1542027705_135932_1542032594_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Pelea entre Administraciones tras la agresión a una mujer de siete inmigrantes,Los dos menores que participaron en los abusos sexuales de Santa Coloma estaban fuera del ‘radar’ público
,https://aprendemosjuntos.elpais.com/especial/aprender-a-vivir-en-el-presente-alvaro-neil-biciclown/,//ep01.epimg.net/elpais/imagenes/2018/03/22/actualidad/1521692925_364647_1541665695_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Aprender a vivir en el presente,Aprender a vivir en el presente
,https://aprendemosjuntos.elpais.com/especial/saber-concentrarse-es-mas-decisivo-para-un-nino-que-su-coeficiente-intelectual-daniel-goleman/,//ep01.epimg.net/elpais/imagenes/2018/03/22/actualidad/1521692925_364647_1541487749_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Goleman: “Saber concentrarse es más decisivo para un niño que su coeficiente intelectual”,Goleman: “Saber concentrarse es más decisivo para un niño que su coeficiente intelectual”
,http://aprendemosjuntos.elpais.com/especial/no-basta-con-querer-a-los-hijos-tambien-hay-que-creer-en-ellos-maria-jesus-alava-reyes/,//ep01.epimg.net/elpais/imagenes/2018/11/01/portada/1541051392_185057_1541592375_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,¿Por qué la frustración es importante para el aprendizaje?,“La frustración nos hace más humanos y más inteligentes”
,https://elpais.com/economia/2018/11/12/actualidad/1542050865_573716.html,//ep01.epimg.net/economia/imagenes/2018/11/12/actualidad/1542050865_573716_1542051960_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,El Santander estudia subir la oferta para recuperar su macrosede en Madrid,"Ciudad Financiera del Banco Santander en, Madrid."
,https://elpais.com/economia/2018/11/12/actualidad/1542023795_367868.html,//ep01.epimg.net/elpais/imagenes/2018/11/12/portada_secciones/1542026953_526324_1542027139_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,¡Me los quitan de las manos!,"Naranjos en el valle de Sòller, en Fornalutx (Mallorca)."
Dani Cordero,https://elpais.com/economia/2018/11/12/actualidad/1542051069_569440.html,//ep01.epimg.net/economia/imagenes/2018/11/12/actualidad/1542051069_569440_1542051814_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,"“Siempre va a haber pago en efectivo. És fácil, anónimo y difícil de regular”","Jeff Sloan, consejero delegado de Global Payments."
Manuel V. Gómez,https://elpais.com/economia/2018/11/11/actualidad/1541954460_690710.html,//ep01.epimg.net/economia/imagenes/2018/11/11/actualidad/1541954460_690710_1542002150_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Magdalena Valerio: “La situación del salario mínimo era socialmente insostenible”,“La situación del salario mínimo era socialmente insostenible”
J. M. Granda,https://cincodias.elpais.com/cincodias/2018/11/09/companias/1541768981_728224.html,//ep01.epimg.net/elpais/imagenes/2018/11/12/portada_secciones/1542009728_206744_1542023843_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Así denigraba Zardoya Otis a sus competidores en ascensores,Así denigraba Zardoya Otis a sus competidores en ascensores
,https://descuentos.elpais.com/codigo-descuento-hm,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Código descuento H&M,
,https://descuentos.elpais.com/el-corte-ingles-rebajas,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Código promocional El Corte Inglés,
,https://descuentos.elpais.com/zooplus-codigo-descuento?&utm_source=ElPaisWidget_zooplus_Boost&utm_medium=referral&utm_content=BannerHP&utm_campaign=ES_bannerhome_Special,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Código descuento Zooplus,
,https://descuentos.elpais.com/codigo-descuento-groupon?&utm_source=ElPaisWidget_groupon_Boost&utm_medium=referral&utm_content=BannerHP&utm_campaign=ES_bannerhome_Special,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Código descuento Groupon,
,https://www.idealista.com/news/inmobiliario/top-idealista/2015/09/30/739396-15-casas-para-reformar-y-con-descuento#xtor=ad-186-[node/739396]-[]-[0]-[prisa__elpais.com]-[]-[destacado_home_elpais_titulo]&source=101,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Estrena casa reformándola a tu gusto,
,https://www.idealista.com/news/inmobiliario/top-idealista/2016/03/16/741428-casas-con-areas-deportivas-en-venta#xtor=ad-186-[node/741428]-[]-[0]-[prisa__elpais.com]-[]-[destacado_home_elpais_titulo]&source=101,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Ponte en forma sin salir de casa,
,https://www.idealista.com/news/inmobiliario/top-idealista/2016/11/07/744167-chalets-a-buen-precio#xtor=ad-186-[node/744167]-[]-[0]-[prisa__elpais.com]-[]-[destacado_home_elpais_titulo]&source=101,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Top chalets en venta,
,https://www.idealista.com/news/vacacional/destinos-turisticos/2018/09/10/767976-lagos-y-lagunas-que-merece-la-pena-visitar#xtor=ad-186-[node/767976]-[]-[0]-[prisa__elpais.com]-[]-[destacado_home_elpais_titulo]&source=101,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Ideas para una escapada rural,
,https://www.emagister.com/cursolanding?idBusqueda=2962477&sid=27&pfichas=15552&utm_source=elpais&utm_medium=cpc&utm_content=widget_home_cursos_1&utm_campaign=grado_diseno_viu,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Grado Online de Diseño,
,https://www.emagister.com/express/informatica-10/mba-master-big-data-business-intelligence-cursos-3453730.htm?pfichas=10020&utm_source=elpais&utm_medium=cpc&utm_content=widget_home_cursos_2_express&utm_campaign=business_intelligence_eneb,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,MBA + Máster en Big Data y Business Intelligence,
,https://www.emagister.com/cursolanding?idBusqueda=3432794&sid=27&pfichas=17387&utm_source=elpais&utm_medium=cpc&utm_content=widget_home_cursos_3&utm_campaign=inteligencia_artificial,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Máster en Inteligencia Artificial,
,https://www.emagister.com/express/eneb/posgrado-coaching-pnl-liderazgo-equipos-titulacion-universitaria-cursos-3009561.htm?pfichas=10008&utm_source=elpais&utm_medium=cpc&utm_content=widget_home_cursos_4_express&utm_campaign=coaching_eneb,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,"Postgrado en Coaching, PNL y Liderazgo",
,https://www.emagister.com/express/master/mba-master-administracion-direccion-empresas-cursos-3024328.htm?pfichas=10019&utm_source=elpais&utm_medium=cpc&utm_content=widget_home_centros_1_express&utm_campaign=mba_eneb,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,MBA con Titulación Universitaria,
,https://www.emagister.com/cursolanding?idBusqueda=3237189&sid=27&pfichas=15555&utm_source=elpais&utm_medium=cpc&utm_content=widget_home_centros_2&utm_campaign=recepcionista_hotel_ccc,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Curso Online de Recepcionista de Hotel,
,https://www.emagister.com/express/mba-master-project-management-cursos-3407589.htm?pfichas=10019&utm_source=elpais&utm_medium=cpc&utm_content=widget_home_centros_1_express&utm_campaign=project_management_eneb,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,MBA + Máster en Project Management,
,https://www.emagister.com/cursolanding?idBusqueda=3333442&sid=27&pfichas=15969&utm_source=elpais&utm_medium=cpc&utm_content=widget_home_centros_4&utm_campaign=escritura_creativa_desarts,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Máster en Escritura y Narración Creativa,
,https://www.elpaisviajes.com/viajes/olivos-y-castillos?utm_source=ep_home&utm_campaign=olivos&utm_medium=widget2,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Olivos y Castillos,
,https://www.elpaisviajes.com/viajes/japon-xperience?utm_source=ep_home&utm_campaign=Japon&utm_medium=widget1,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Japón Xperience,
,https://www.elpaisviajes.com/viajes/antartida-mar-weddel?utm_source=ep_home&utm_campaign=Weddel&utm_medium=widget2,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,El mar de Weddel,
,https://www.elpaisviajes.com/viajes/navarra-gastronomica?utm_source=ep_home&utm_campaign=Navarra&utm_medium=widget2,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Navarra gastronómica,
,https://colecciones.elpais.com/literatura/98-la-historia-de-la-peseta-a-traves-de-sus-billetes-y-sellos.html?utm_date=20180914&utm_source=EP&utm_medium=ELPAIS&utm_product=Peseta-1&utm_category=Infantil&id_externo_promo=epcol_20180914_Widget_EP_ELPAIS_Peseta-1_Infantil,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,La Historia de la Peseta,
,https://colecciones.elpais.com/literatura/95-novela-guerra-civil-espanola.html?utm_date=20180917&utm_source=EP&utm_medium=ELPAIS&utm_product=Guerracivil&utm_category=Literatura&id_externo_promo=epcol_20180917_Widget_EP_ELPAIS_Guerracivil_Literatura,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,La mejor novela de la Guerra civil,
,https://colecciones.elpais.com/literatura/99-mis-pequenos-heroes.html?utm_date=20180914&utm_source=EP&utm_medium=ELPAIS&utm_product=Heroes-1&utm_category=Infantil&id_externo_promo=epcol_20180914_Widget_EP_ELPAIS_Heroes-1_Infantil,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Mis pequeños héroes,
,https://colecciones.elpais.com/infantil/64-estrellas-disney.html?utm_date=20180801&utm_source=EP&utm_medium=ELPAIS&utm_product=DisneyII-General&utm_category=Infantil&id_externo_promo=epcol_20180801_Widget_EP_ELPAIS_DisneyII-General_Infantil,,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,"El mejor Disney a 9,95€",
Eneko Ruiz Jiménez,https://elpais.com/cultura/2018/11/09/television/1541764661_592286.html,//ep01.epimg.net/cultura/imagenes/2018/11/09/television/1541764661_592286_1541765512_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,El arte de matar al protagonista de una serie,Una de las últimas secuencia de Rick en 'The Walking Dead'.
Laura Fernández,https://elpais.com/cultura/2018/11/09/television/1541756346_490076.html,//ep01.epimg.net/cultura/imagenes/2018/11/09/television/1541756346_490076_1541768330_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Aquelarre feminista: la nueva ‘Sabrina’ es hija de su tiempo,Aquelarre feminista: la nueva ‘Sabrina’ es hija de su tiempo
Patricia Tubella,https://elpais.com/cultura/2018/11/07/actualidad/1541597377_286320.html,//ep01.epimg.net/elpais/imagenes/2018/11/12/portada/1542018188_329454_1542018975_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,"Los tesoros de Asurbanipal, erudito y dueño del primer imperio de la antigüedad",Relieve del rey Asurbanipal en el Británico.
Diego A. Manrique,https://elpais.com/cultura/2018/11/11/actualidad/1541955405_952936.html,//ep01.epimg.net/cultura/imagenes/2018/11/11/actualidad/1541955405_952936_1541955616_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Cuando Van Morrison huía de la mafia,Cuando Van Morrison huía de la mafia
Peio H. Riaño,https://elpais.com/cultura/2018/11/12/actualidad/1542020391_641474.html,//ep01.epimg.net/cultura/imagenes/2018/07/24/actualidad/1532430202_315425_1532467223_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,"Hevia, tras ser elegido presidente: “Un Brexit en la SGAE sería muy negativo”","El gaitero Hevia, en una imagen promocional."
,https://elpais.com/cultura/2018/11/12/actualidad/1542027487_904855.html,//ep01.epimg.net/cultura/imagenes/2018/11/12/actualidad/1542027487_904855_1542030041_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,"Muere a los 90 años el actor Douglas Rain, la voz de HAL 2000 en ‘2001: Una odisea en el espacio’","El actor Douglas Rain, en el Festival de Stratford en 1968."
Guillermo Ortiz,https://www.jotdown.es/2018/11/el-superhombre-de-nietzsche-no-portaba-esvasticas/,//ep01.epimg.net/elpais/imagenes/2018/11/11/actualidad/1541936061_124793_1542036382_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,El superhombre de Nietzsche no portaba esvásticas,El superhombre de Nietzsche no portaba esvásticas
Alberto González Fairén,https://elpais.com/elpais/2018/11/07/ciencia/1541612832_490174.html,//ep01.epimg.net/elpais/imagenes/2018/11/07/ciencia/1541612832_490174_1541618864_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Lagunas ‘marcianas’ en el desierto más seco de la Tierra,El centro hiperárido de Atacama.
Amalio Telenti,https://elpais.com/elpais/2018/10/17/ciencia/1539774976_771551.html,//ep01.epimg.net/elpais/imagenes/2018/10/17/ciencia/1539774976_771551_1540816758_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,"Hay muchos tipos de obesidad, ¿cuál es importante para la salud?",Un médico realiza una exploración abdominal en el Hospital de la Vall d’Hebron de Barcelona.
Camino Monje,https://retina.elpais.com/retina/2018/11/09/tendencias/1541790426_183947.html,//ep01.epimg.net/retina/imagenes/2018/11/09/tendencias/1541790426_183947_1541790519_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,El poder terapéutico de un robot-peluche,Takanori Shibata 
Jordi Quixano,https://elpais.com/deportes/2018/11/12/actualidad/1542047782_003652.html,//ep01.epimg.net/deportes/imagenes/2018/11/12/actualidad/1542047782_003652_1542047895_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,"El Barcelona, un líder que hace agua",Ter Stegen falla en el gol de Lo Celso ante el Betis.
Faustino Sáez,https://elpais.com/deportes/2018/11/11/actualidad/1541969247_367345.html,//ep01.epimg.net/deportes/imagenes/2018/11/11/actualidad/1541969247_367345_1541969870_portada_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Lucas Nogueira: “No soy un monstruo”,"Lucas Nogueira, en el Fernando Martín de Fuenlabrada"
Leontxo García,https://elpais.com/deportes/2018/11/12/actualidad/1542030338_194740.html,//ep01.epimg.net/deportes/imagenes/2018/11/12/actualidad/1542030338_194740_1542043713_miniatura_normal.jpg,EL PAÍS: el periódico global,2018-11-12T21:16:19.838826,Carlsen frustra a Caruana,Carlsen frustra a Caruana
